66	JW0067
66	sfuA
66	tbpA
66	yabL
67	ECK0070
67	JW0068
67	yabN
68	ECK4477
69	ECK0072
69	JW0069
69	yabM
70	ECK0073
70	JW0070
71	ECK0074
71	JW0071
72	ECK0075
72	JW5807
73	ECK0076
73	JW0073
74	ECK0077
74	JW0074
74	leuLP
75	ECK0078
75	JW0075
76	ECK0079
76	JW0076
77	brnP
77	ECK0080
77	JW0077
78	ECK0081
78	fruC
78	fruR
78	fruS?
78	JW0078
78	serR?
78	shl
79	ECK0082
79	JW0079
79	yabB
80	ECK0083
80	JW0080
80	mraW
80	yabC
81	ECK0084
81	JW0081
81	mraR
81	yabD
82	ECK0085
82	JW0082
82	pbpB
82	sep
83	ECK0086
83	JW0083
84	ECK0087
84	JW0084
84	mra
85	ECK0088
85	JW0085
85	murX
86	ECK0089
86	JW0086
87	ECK0090
87	JW0087
88	ECK0091
88	JW0088
89	ECK0092
89	JW0089
90	ddl
90	ECK0093
90	JW0090
91	ECK0094
91	JW0091
92	divA
92	ECK0095
92	JW0092
93	ECK0096
93	JW0093
93	sfiB
93	sulB
94	asmB
94	ECK0097
94	envA
94	JW0094
95	ECK0098
95	JW5007
95	srrA
95	yacA
96	azi
96	ECK0099
96	JW0096
96	pea
96	prlD
97	ECK0100
97	JW0097
97	nudA
98	ECK0101
98	JW5008
99	ECK0102
99	JW0099
99	yacF
100	ECK0103
100	JW0100
100	yacE
101	ECK0104
101	JW0101
102	ECK0105
102	hopC
102	JW0102
102	yacD
103	ECK0106
103	hopB
103	JW0103
104	ECK0107
104	JW0104
105	ECK0108
105	JW0105
106	ECK0109
106	JW0106
107	ECK0110
107	JW0107
108	ECK0111
108	JW0108
109	aceC
109	ECK0112
109	genA
109	JW0109
109	yacB
110	ECK0113
110	JW0110
111	ECK0114
111	JW0111
112	dhl
112	ECK0115
112	JW0112
112	lpdA
113	ECK0116
113	JW0113
114	ECK0117
114	JW0114
114	yacI
114	yacJ
115	ECK0118
115	JW0115
116	ECK0119
116	JW0116
117	ECK0120
117	JW0117
118	ECK0121
118	gspS
118	JW0118
119	cuiD
119	ECK0122
119	JW0119
119	yacK
120	ECK0123
120	JW0120
121	ECK0124
121	JW5009
122	ECK0125
122	JW0122
122	yadF
123	ECK0126
123	JW0123
124	ECK0127
124	JW0124
125	agaX
125	ECK0128
125	JW0125
126	ECK0129
126	JW0126
127	ECK0130
127	JW0127
128	ECK0131
128	JW5010
129	ECK0132
129	JW0129
130	ECK0133
130	JW0130
130	panA
131	ECK0134
131	JW0131
132	ECK0135
132	JW0132
133	ECK0136
133	JW0133
134	ECK0137
134	JW0134
135	ECK0138
135	JW0135
136	ECK0139
136	ecpD
136	JW0136
137	ECK0140
137	JW0137
138	ECK0141
138	JW0138
139	ECK0142
139	JW5808
140	ECK0143
140	JW5892
140	yadB
141	ECK0144
141	JW0141
141	msmA
142	ECK0145
142	JW0142
142	sfs
142	sfs1
143	ECK0146
143	JW5011
143	yadP
144	ECK0147
144	JW0144
144	yadO
145	ECK0148
145	JW0145
145	pbpF
145	ponB
146	ECK0149
146	JW0146
146	T1
146	tonA
147	ECK0150
147	JW0147
148	ECK0151
148	JW0148
149	ECK0152
149	JW0149
150	ECK0153
150	gsa?
150	JW0150
150	popC
151	ECK0154
151	eriC
151	JW5012
151	yadQ
152	ECK0155
152	JW0152
152	yadR
153	ECK0156
153	JW0153
154	ECK0157
154	JW0154
154	yadT
155	ECK0158
155	JW0155
155	mtnN
155	pfs
155	yadA
156	ECK0159
156	JW0156
156	optA
157	ECK0160
157	htrA
157	JW0157
157	ptd
158	ECK0161
158	JW5013
158	sdaR
158	yaeG
159	ECK0162
159	JW0159
160	ECK0163
160	JW5014
161	ECK0164
161	JW0161
161	ssa
162	ECK0165
162	JW0162
163	ECK0166
163	JW0163
163	pepM
164	ECK0168
164	JW0164
165	ECK0169
165	JW0165
166	ECK0170
166	JW0166
166	smbA
166	umk
167	ECK0171
167	JW0167
167	rrf
168	ECK0172
168	ispC
168	JW0168
168	yaeM
169	ECK0173
169	JW0169
169	rth
169	uppS
169	yaeS
170	ECK0174
170	JW5810
171	ecfE
171	ECK0175
171	JW0171
171	yaeL
172	ecfK
172	ECK0176
172	JW0172
172	omp85
172	yaeT
172	yzzN
172	yzzY
173	ECK0177
173	hlpA
173	JW0173
173	ompH
174	ECK0178
174	firA
174	JW0174
174	omsA
174	ssc
175	ECK0179
175	JW0175
175	sabA
175	sefA
175	sfhC
175	yaeA
176	ECK0180
176	JW0176
177	ECK0181
177	JW0177
177	pgsB
178	ECK0182
178	JW0178
179	ECK0183
179	JW0179
179	polC
179	sdgC
180	ECK0184
180	JW0180
181	ECK0185
181	JW0181
181	ldc
181	LDC2
181	ldcH
182	ECK0186
182	JW0182
183	ECK0187
183	JW0183
183	mesJ
183	yaeN
184	ECK0188
184	JW0184
184	mesJ
184	yaeO
185	ECK0189
185	JW0185
186	ECK0190
186	JW0186
187	ECK0191
187	JW0187
187	yaeJ
188	cutF
188	ECK0192
188	JW0188
189	ECK0193
189	JW5016
189	yaeK
190	drpA
190	ECK0194
190	JW0190
191	ECK0195
191	JW0191
191	yaeB
192	ECK0196
192	JW0192
193	ECK0197
193	JW0193
193	metD
193	yaeC
194	ECK0198
194	JW0194
194	metD
194	yaeE
195	abc
195	ECK0199
195	JW0195
195	metD
196	ECK0200
196	gmbC
196	gmbX
196	gmhX
196	JW0196
196	wcbN
196	yaeD
197	ECK0207
197	JW0197
197	yafB
198	ECK0208
198	JW0198
199	ECK0209
199	JW5017
200	ECK0210
200	JW0200
201	dniR
201	ECK0211
201	JW5018
201	yafG
202	ECK0212
202	JW0202
202	yafR
203	ECK0213
203	JW0203
204	cer
204	dasF
204	ECK0214
204	herA
204	JW0204
204	rnh
204	sdrA
204	sin
205	ECK0215
205	JW0205
205	mutD
206	ECK0217
206	JW0206
207	ECK4397
208	ECK0218
208	JW0207
209	ECK0219
209	JW0208
210	ECK0220
210	JW5019
211	ECK0221
211	JW0210
211	ykfE
212	ECK0222
212	fadF
212	JW5020
212	yafH
213	ECK0223
213	isn
213	JW0212
213	lpcA
213	tfrA
213	yafI
214	ECK0224
214	JW0213
215	ECK0225
215	JW0214
216	ECK0226
216	JW0215
217	ECK0227
217	JW0216
217	sosA
218	ECK0228
218	JW0217
219	ECK0229
219	JW0218
219	tnpAREP
219	yafM
220	ECK0230
220	fhiA
220	JW5811
221	ECK0231
221	JW5812
221	mbhA
222	dinP
222	ECK0232
222	JW0221
223	ECK0233
223	JW0222
224	ECK0234
224	JW0223
225	ECK0235
225	JW0224
226	ECK0236
226	JW0225
227	ECK0237
227	JW0226
228	ECK0238
228	JW0227
228	pepH
229	ECK0239
229	gpp
229	gxu
229	JW0228
230	ECK0240
230	JW0229
230	yafA
231	ECK0241
231	JW0230
232	ECK0242
232	JW0231
232	ompE
233	ECK0243
233	JW0232
233	pro
234	ECK0244
234	JW0233
234	pro
235	ECK4458
236	ECK0246
236	JW0234
237	ECK0247
237	JW0235
238	ECK0248
238	JW5956
239	ECK0249
239	JW0236
240	ECK0250
240	JW5022
241	ECK0251
241	JW5023
242	ECK0252
242	JW0239
243	ECK0253
243	JW0240
244	ECK4445
245	ECK4444
245	yafY
246	ECK0254
246	JW0242
247	ECK0255
247	JW0243
248	ECK0256
248	JW0244
249	ECK0257
249	insN1
249	insO
249	ORFAB
250	ECK0258
251	ECK0260
251	JW5813
252	ECK0261
253	ECK0262
253	JW5027
253	ykfD
254	ECK0263
254	JW0253
254	yagD
255	ECK0264
255	fbpC
255	JW0254
255	yagC
256	ECK0265
256	fbpB
256	JW0255
257	ECK0022
258	ECK4521
259	ECK0258
260	ECK4473
260	ykgN
261	ECK0267
261	JW0259
262	ECK0268
262	JW0260
263	ECK0269
263	JW0261
264	ECK0270
264	JW0262
265	ECK0271
265	JW0263
266	ECK0272
266	JW0264
267	ECK0273
267	JW0265
268	Arg5
268	argD
268	ECK0274
268	JW0266
269	ECK4504
270	ECK0022
271	ECK4523
272	ECK0275
272	JW0270
273	ECK0276
273	JW0271
274	ECK0277
274	JW0272
275	ECK0278
275	JW0273
276	ECK0279
276	JW0274
277	ECK0280
277	JW0275
277	yagO
278	ECK0281
278	JW0276
279	ECK4508
279	yagP
280	ECK0282
280	JW0277
280	yagQ
281	ECK0283
281	hsm
281	JW0278
281	yagR
282	ECK0284
282	JW0279
282	yagS
283	ECK0285
283	JW0280
283	yagT
284	ECK0286
284	JW0281
285	ECK0287
285	JW0282
286	ECK0288
286	JW5030
286	matF
286	yagV
287	ECK0289
287	JW0284
287	matE
287	yagW
288	ECK0290
288	JW0285
288	matD
288	yagX
289	ECK0291
289	JW0286
289	matC
289	yagY
290	ECK0292
290	JW0287
290	matB
290	yagZ
291	ECK0293
291	JW5031
291	matA
291	ykgK
292	ECK0294
292	JW5033
293	ECK0295
293	JW5034
293	rpmJ2
294	ECK0296
294	JW5035
294	rpmE2
295	ECK4486
296	ECK4446
297	ECK0297
297	JW0291
298	ECK0298
299	ECK0299
300	ECK0300
300	JW5037
301	ECK4454
302	ECK0301
302	JW5038
303	ECK0302
303	JW5039
303	ykgB
303	ykgI
304	ECK0303
304	JW5040
304	ykgC
305	ECK0304
305	JW0298
305	ykgD
306	ECK0305
306	JW5041
307	ECK0306
307	JW0300
308	ECK0307
308	JW5042
309	ECK0308
309	JW0302
310	ECK0309
310	JW0303
311	ECK0310
311	JW0304
312	ECK0311
312	JW0305
313	ECK0312
313	JW0306
314	ECK0313
314	JW0307
315	ECK0314
315	JW0308
316	ECK0315
316	JW0309
317	ECK0316
317	JW0310
318	ECK0317
318	JW0311
319	ECK0318
319	JW0312
320	ECK0319
320	JW0313
321	ECK0321
321	JW0315
322	ECK0322
322	JW0316
323	ECK0323
323	JW0317
324	ECK0324
324	JW0318
325	ECK0325
325	JW5044
326	ECK0326
326	JW0320
327	ECK0327
327	JW0321
328	ECK0328
328	JW0322
328	yahP
329	ECK0329
329	JW0323
329	yahQ
330	ECK0330
330	JW0324
330	yahS
330	yzzD
331	acnC
331	ECK0331
331	JW0325
331	yahT
332	ECK0332
332	JW0326
332	yahU
333	ECK0333
333	JW0327
334	ECK0334
334	JW0328
335	ECK0335
335	JW5894
336	ECK0336
336	JW0330
337	cnt
337	ECK0337
337	JW0331
338	ECK0338
338	JW0332
339	ECK0339
339	JW0333
340	ECK0340
340	JW0334
341	ECK0341
341	JW0335
342	ECK0342
342	JW0336
343	ECK0343
343	JW0337
344	ECK0344
344	JW0338
345	ECK0345
345	JW0339
346	ECK0346
346	JW0340
347	ECK0347
347	JW0341
347	mhpS
348	ECK0348
348	JW0342
349	ECK0349
349	JW0343
350	ECK0350
350	JW5046
350	yaiK
351	ECK0351
351	JW0345
352	ECK0352
352	JW0346
352	yaiM
353	adhC
353	ECK0353
353	JW0347
354	ECK0354
354	JW0348
354	yaiN
355	ECK0355
355	JW0349
356	ECK0356
356	JW0350
356	yaiF
357	ECK0357
358	ECK0358
359	ECK0360
359	JW0355
360	ECK0361
360	JW0356
361	ECK0362
361	JW0357
361	ssiA
361	yaiR
362	ECK0363
362	JW0358
362	ssiB
362	yaiQ
363	ECK0364
363	JW0359
363	ssiC
363	yaiJ
364	ECK0365
364	JW0360
364	ssiD
364	yaiG
365	ECK0366
365	JW0361
365	ncf
366	ECK0368
366	JW0362
366	yaiU
367	ECK0299
368	ECK0298
369	ECK0370
369	JW0366
370	ECK0371
370	JW5052
370	yaiH
371	ECK0372
371	JW0368
372	ECK0373
372	JW0369
373	ECK0374
373	JW0370
374	ECK0375
374	JW5053
375	ECK0376
375	JW0372
376	ECK0377
376	JW0373
376	yaiB
377	ECK0378
377	JW0374
377	psiA
378	ECK0379
378	JW5054
379	adrA
379	ECK0380
379	JW0376
380	ECK0381
380	JW0377
380	pro
380	Pro2
381	ECK0382
381	JW0378
382	ECK0383
382	JW0379
383	ECK0384
383	JW0380
384	ECK0385
384	JW0381
385	ECK0386
385	JW0382
386	ECK0387
386	JW0383
387	ECK0388
387	JW0384
387	yaiD
388	ECK0389
388	JW0385
388	yajF
389	ECK0390
389	JW0386
390	ECK0391
390	JW0387
390	rmuA
391	ECK0392
391	JW0388
391	yajA
392	ECK0393
392	JW0389
392	phoRc
393	ECK0394
393	JW0390
393	nmpB
393	phoR1
393	R1pho
394	ECK0395
394	hrbA
394	JW0391
395	ECK0396
395	hisY
395	JW5055
395	yajM
396	ECK0397
396	JW0393
397	acpD
397	ECK0398
397	JW0394
397	yajB
398	ECK0399
398	JW0395
399	ECK0400
399	JW0396
399	vacC
400	ECK0401
400	JW0397
401	ECK0402
401	JW0398
402	ECK0403
402	JW0399
403	ECK0404
403	JW0400
404	ECK0405
404	JW0401
404	nupA
404	T6rec
405	ECK0406
405	JW5056
406	ECK0407
406	JW0403
406	ribX
406	ybaD
407	ECK0408
407	JW0404
407	ribG
407	ybaE
408	ECK0409
408	JW0405
408	ribH
408	ybaF
409	ECK0410
409	groNB
409	JW0406
409	ssaD
409	ssyB
410	ECK0411
410	JW0407
411	ECK0412
411	JW0408
411	yajN
412	ECK0413
412	JW0409
413	ECK0414
413	JW0410
413	yajP
414	ECK0415
414	JW0411
415	ECK0416
415	JW0412
415	yajE
416	ECK0417
416	JW0413
416	nuvA
416	yajJ
416	yajK
417	ECK0418
417	JW5057
417	thiJ
418	apbA
418	ECK0419
418	JW0415
419	ECK0420
419	JW5058
420	ECK0421
420	JW5059
421	ECK0422
421	JW0418
422	ECK0423
422	JW0419
423	ECK0424
423	JW0420
424	ECK0425
424	JW0421
425	ECK0426
425	JW0422
426	ECK0427
426	JW0423
427	ECK0428
427	JW0424
428	ECK0429
428	JW5060
429	ECK0430
429	JW0426
430	ECK0431
430	JW0427
430	lopP
430	wseA
431	ECK0432
431	JW0428
431	lopC
432	capR
432	deg
432	dir
432	ECK0433
432	JW0429
432	lonA
432	lopA
432	muc
433	dpeA
433	ECK0434
433	hopD
433	JW0430
434	ECK0435
434	JW0431
434	ybaU
435	ECK0436
435	JW0432
436	ECK0437
436	JW0433
436	tesC
436	ybaW
437	ECK0438
437	JW0434
437	ybaX
438	ECK0439
438	JW0435
439	ECK0440
439	JW0436
440	ECK0441
440	grp?
440	JW0437
441	ECK0442
441	JW0438
441	mdl
442	ECK0443
442	JW5061
442	mdl
443	ECK0444
443	JW0440
443	ybaI
444	ECK0445
444	JW0441
444	ybaG
445	ECK0446
445	JW0442
446	ECK0447
446	JW0443
447	ECK0448
447	JW0444
448	ECK0450
448	JW0445
449	ECK0451
449	JW5062
450	ECK0452
450	JW5063
451	ECK0453
451	JW0448
451	ylaD
452	ECK0454
452	JW0449
453	ECK0455
453	JW0450
453	ybaJ
454	acrE
454	ECK0456
454	JW0451
455	ECK0457
455	JW0452
455	lir
455	Mb
455	mbl
455	mtcA
455	nbsA
455	sipB
456	ECK0458
456	JW0453
456	ybaH
457	aefA
457	ECK0459
457	JW0454
457	kefA
457	pnuH
458	ECK0460
458	JW0455
459	ECK0461
459	JW0456
460	ECK0462
460	JW0457
461	ECK0463
461	JW0458
462	dnaZ
462	ECK0464
462	JW0459
463	ECK0465
463	efbC
463	JW0460
464	ECK0466
464	JW0461
465	ECK0467
465	JW0462
466	dnaW
466	ECK0468
466	JW0463
466	plsA
467	ECK0469
467	JW0464
467	popA
467	visA
468	ECK0470
468	JW0465
468	ybaC
469	ECK0471
469	JW0466
470	ECK0472
470	JW0467
470	ylaA
471	ECK0473
471	JW0468
472	ECK0474
472	JW0469
473	ECK0475
473	JW0470
473	proX
474	ECK0476
474	JW0471
475	ECK0477
475	JW0472
476	ECK0478
476	JW0473
476	ybaR
477	ECK0479
477	glsA1
477	JW0474
477	ybaS
478	ECK0480
478	JW0475
479	ECK0481
479	JW0476
479	ybbI
480	ECK0482
480	JW5065
481	ECK0483
481	JW0478
481	ybbK
482	ECK0484
482	JW0479
482	ybbL
483	ECK0485
483	JW5066
483	ybbM
484	ECK0486
484	JW5067
485	ECK0487
485	JW0482
486	apeA
486	ECK0488
486	JW0483
486	pldC
487	ECK0489
487	JW0484
488	ECK0490
488	JW0485
489	ECK0491
489	JW0486
490	ECK0492
490	JW0487
491	ECK0493
491	JW0488
491	ylbH
492	ECK0494
492	JW0489
493	ECK4441
494	ECK0495
494	JW5880
495	ECK0496
495	JW0491
495	selE
495	selU
495	ybbB
496	ECK0497
496	glxA1
496	JW0492
496	ybbS
497	ECK0498
497	glxA2
497	JW0493
497	ybbT
498	ECK0499
498	gclR
498	glxA3
498	JW0494
498	ybbU
499	ECK0500
499	JW0495
500	ECK0501
500	gip
500	JW0496
500	ybbG
501	ECK0502
501	glxB1
501	JW0497
501	ybbQ
502	allP
502	ECK0504
502	glxB2
502	JW0499
503	ECK0505
503	glxB3
503	JW0500
503	ybbX
504	ECK0506
504	glxB4
504	JW0501
505	ECK0507
505	glxB5
505	JW0502
505	ybbZ
506	ECK0508
506	glxB6
506	JW0503
506	ughY
506	ylbA
507	ECK0509
507	glxB7
507	JW0504
507	ylbB
508	ECK0510
508	glxB8
508	JW0505
508	ylbC
509	ECK0511
509	JW0506
509	ylbD
510	ECK0512
510	JW0507
510	JW0508
511	ECK0513
511	JW0509
512	arcC
512	ECK0514
512	JW0510
513	ECK0515
513	JW0511
513	purE2
514	ade
514	ade3
514	ECK0516
514	JW0512
514	Pur2
515	ECK0517
515	JW0513
515	ybbF
516	ECK0518
516	JW0514
517	ECK0519
517	JW0515
518	ECK0520
518	JW0516
519	ECK0521
519	JW5070
520	ads
520	ECK0522
520	JW0518
521	ECK0523
521	fimA
521	JW0519
522	ECK0524
522	fimC
522	JW0520
523	ECK0525
523	fimD
523	JW0521
524	ECK0526
524	fimH
524	JW5071
525	ECK0527
525	fimF
525	JW5072
525	ybcG
526	ECK0528
526	fimZ
526	JW5073
526	ybcA
527	ECK0530
527	int
527	JW0525
528	ECK4435
528	ybcB
529	ECK0531
529	JW0526
529	ybcC
530	ECK0532
530	JW0527
530	ybcD
531	ECK0533
531	JW0530
531	ybcE
532	ECK0298
533	ECK0299
534	eb
534	ECK0534
534	JW0531
534	mvrC
535	ECK0535
535	JW0532
536	ECK0536
536	JW0533
537	ECK0537
537	JW0534
538	ECK4398
539	ECK0538
539	JW0535
540	ECK0539
540	JW0536
541	ECK0540
541	JW0537
542	ECK0541
542	JW0538
542	rus
542	ybcP
543	ECK0542
543	JW5076
544	ECK0543
544	JW0539
544	ybcQ
545	ECK0544
545	JW5078
545	phmA
546	ECK0261
547	ECK0545
547	JW0543
547	ybcR
548	arrD
548	ECK0546
548	JW0544
548	ybcS
549	ECK0547
549	JW5079
549	Rz
549	ybcT
550	ECK0548
550	JW5080
550	Rz1
551	ECK0549
551	iss
551	JW0546
551	ybcU
552	ECK0550
552	JW5081
553	ECK0551
553	JW0548
554	ECK4399
555	ECK0552
555	JW0549
555	nohB
556	ECK4439
556	ylcF
557	ECK0553
557	JW5815
557	ybcX
558	ECK0554
558	JW0551
559	ECK0555
559	JW0552
559	ylcE
560	ECK0556
560	JW0553
561	ECK0557
561	JW0554
562	ECK0558
562	JW0555
563	ECK0559
563	JW0556
564	ECK0560
564	JW0557
565	ECK0561
565	JW0558
566	ECK0562
566	JW5082
566	silS
566	ybcZ
567	ECK0563
567	JW0560
567	silR
567	ylcA
568	ECK0564
568	ibeB
568	JW0561
568	silC
568	ylcB
569	cusX
569	ECK0565
569	JW0562
569	silF
569	ylcC
570	ECK0566
570	JW0563
570	silB
570	ylcD
571	ECK0567
571	JW0564
571	silA
571	ybdE
572	ECK0568
572	JW0565
573	ECK0569
573	JW0566
573	mscM
574	dprA
574	ECK0570
574	JW0567
574	nfnB
574	nfsI
574	ntr
575	ECK0571
575	JW5083
576	ECK0572
576	JW0569
577	ECK0573
577	JW0570
578	ECK0574
578	JW5084
578	ybdY
579	ECK0016
580	ECK0575
580	JW5085
581	cbr
581	cbt
581	ECK0576
581	fep
581	feuB
581	JW5086
582	ECK0577
582	JW0576
583	ECK0578
583	JW0577
583	mbtH
584	ECK0579
584	JW0578
585	ECK0580
585	JW0579
586	ECK0581
586	JW0580
587	ECK0582
587	JW0581
588	ECK0583
588	JW0582
589	ECK0584
589	JW0583
589	ybdA
590	ECK0585
590	JW0584
591	ECK0586
591	fepF
591	JW0585
592	ECK0587
592	JW0586
593	ECK0588
593	entG
593	JW0587
594	ECK0589
594	JW0588
595	ECK0590
595	JW0589
595	ybdB
596	dppG?
596	ECK0591
596	JW0590
596	ybdC
597	ECK0592
597	JW0591
598	ECK0593
598	JW0592
599	ECK0594
599	JW0593
600	ECK0595
600	JW0594
601	ECK0596
601	JW0595
602	ECK0597
602	JW0596
603	ECK0598
603	JW0597
603	ybdP
604	ECK0599
604	JW0598
604	tpx
605	ECK0600
605	JW0599
606	ECK0601
606	JW0600
606	UP12
606	ybdQ
606	yzzU
607	ECK0602
607	JW0601
608	ECK0603
608	JW0602
609	ECK0604
609	JW0603
609	rnsA
610	ECK0605
610	JW0604
610	ybdS
611	ECK0606
611	JW0605
611	ybdT
612	ECK0607
612	JW0606
612	ybdU
613	ECK0608
613	JW5087
613	ybdV
614	ECK0609
614	JW0608
614	ybdW
615	ECK0610
615	JW0609
615	ybdX
616	ECK0611
616	JW0610
616	ybeO
617	criS
617	dpiB
617	ECK0612
617	JW0611
617	mpdB
617	ybeP
618	criR
618	dpiA
618	ECK0613
618	JW0612
618	mpdA
619	ECK0614
619	JW0613
619	JW0616
620	crcA
620	ECK0615
620	JW0617
620	ybeG
621	ECK0616
621	gicA
621	JW0618
621	msmC
622	crcB
622	ECK0617
622	fluC
622	JW0619
622	ybeI
623	ECK0618
623	JW0620
623	ybeH
624	ECK0620
624	JW0622
624	ybeC
625	ECK0621
625	JW0623
625	lip
626	ECK0622
626	JW0624
627	cde
627	ECK0623
627	JW5089
628	ECK0624
628	JW0626
629	ECK0625
629	JW0627
629	pfv
630	ECK0626
630	JW0628
631	ECK0627
631	JW0629
631	rodA
632	ECK0628
632	JW0630
632	pbpA
633	ECK0629
633	JW0631
633	ybeA
634	ECK0630
634	JW5090
634	rsfA
634	slm3
634	ybeB
635	ECK0631
635	JW0633
635	phpB
636	ECK0632
636	fusB
636	JW0634
636	ybeN
637	ECK0633
637	JW0635
638	ECK0634
638	JW0636
638	rlpB
639	ECK0635
639	JW0637
640	ECK0636
640	JW0638
641	ECK0637
641	JW5091
642	ECK0638
642	JW0640
643	ECK0639
643	JW0641
643	ybeS
644	ECK0640
644	JW0642
645	ECK0641
645	JW0643
646	ECK0642
646	hscD
646	JW0644
646	ybeV
647	ECK0643
647	JW0645
647	ybeW
648	ECK0644
648	JW0646
648	ybeK
649	ECK0645
649	JW0647
650	ECK0646
650	JW0648
651	ECK0647
651	JW0649
652	ECK0648
652	JW5092
652	ybeJ
652	yzzK
653	ECK0261
654	cutE
654	ECK0649
654	JW0654
655	corC
655	ECK0650
655	JW0655
656	ECK0651
656	JW0656
657	ECK0652
657	JW0657
657	phoL
658	ECK0653
658	JW0658
658	yleA
659	ECK0654
659	JW0659
659	yleB
660	ECK0662
660	JW0660
661	ECK0663
661	JW0661
661	nagD
662	ECK0664
662	JW0662
662	nagR
663	ECK0665
663	JW0663
664	ECK0666
664	glmD
664	JW0664
665	ECK0667
665	JW0665
665	pstN
665	ptsN
666	ECK0668
666	JW0666
667	ECK0669
667	JW0667
667	ybfM
668	ECK0670
668	JW0668
668	ybfN
669	ECK0671
669	JW0669
670	ECK4461
671	ECK0672
671	JW0671
672	ECK0673
672	JW5816
673	ECK0674
673	JW0673
674	ECK0675
674	hsm-1
674	JW0674
675	blu
675	ECK0676
675	JW0675
675	pgmA
676	ECK0677
676	JW0676
677	ECK0678
677	JW5094
677	ybfH
678	ECK4436
679	ECK0680
679	JW0679
680	ECK0681
680	JW0680
681	ECK4400
682	ECK0682
682	JW5096
683	ECK0683
683	JW0683
683	kac
684	ECK0684
684	JW0684
684	kac
685	ECK0685
685	JW0685
685	kac
686	ECK0686
686	JW0686
686	kac
687	ECK0687
687	JW0687
688	ECK0688
688	JW0688
689	ECK0689
689	JW0689
690	ECK0690
690	JW0691
691	ECK0691
691	JW0692
691	ybfO
692	ECK0692
692	JW0693
693	ECK4474
694	ECK0694
694	JW0695
695	ECK0695
695	JW0696
696	ECK0696
696	JW0697
696	tkp
697	ECK0697
697	JW0698
697	phrB
698	ECK0698
698	JW0699
698	ybgH
699	ECK0699
699	JW0700
700	ECK0700
700	JW0701
701	ECK0701
701	JW0702
702	ECK0702
702	JW0703
703	ECK0703
703	JW0704
704	ECK0704
704	JW5097
704	ybgN
705	ECK0705
705	JW5098
706	ECK0706
706	JW0707
707	ECK0707
707	JW5099
708	ECK0708
708	JW0709
709	ECK0709
709	gluT
709	icdB
709	JW0710
710	cybA
710	ECK0710
710	JW0711
711	ECK0711
711	JW0712
712	ECK0712
712	JW0713
713	ECK0713
713	JW0714
714	ECK0714
714	JW0715
714	lys
715	ECK0715
715	JW0716
716	ECK0716
716	JW0717
717	ECK0717
717	JW0718
718	ECK0718
718	farR
