131	NP_414677.1	1	1	-	yadC	b0135	1	1239	putative fimbrial-like adhesin protein
132	NP_414678.1	1	1	-	yadK	b0136	1	597	putative fimbrial-like adhesin protein
133	NP_414679.1	1	1	-	yadL	b0137	1	606	putative fimbrial-like adhesin protein
134	NP_414680.4	1	1	-	yadM	b0138	1	570	putative fimbrial-like adhesin protein
135	NP_414681.1	1	1	-	htrE	b0139	1	2598	putative outer membrane usher protein
136	NP_414682.1	1	1	-	yadV	b0140	1	741	putative periplasmic pilin chaperone
137	NP_414683.1	1	1	-	yadN	b0141	1	585	putative fimbrial-like adhesin protein
138	NP_414684.1	1	1	-	folK	b0142	1	480	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase
139	NP_414685.4	1	1	-	pcnB	b0143	1	1398	poly(A) polymerase
140	NP_414686.3	1	1	-	gluQ	b0144	1	927	glutamyl-Q tRNA(Asp) synthetase
141	NP_414687.1	1	1	-	dksA	b0145	1	456	transcriptional regulator of rRNA transcription; DnaK suppressor protein
142	NP_414688.1	1	1	-	sfsA	b0146	1	705	sugar fermentation stimulation protein A
143	NP_414689.4	1	1	-	ligT	b0147	1	531	2'-5' RNA ligase
144	NP_414690.4	1	1	+	hrpB	b0148	1	2430	putative ATP-dependent helicase
145	NP_414691.1	1	1	+	mrcB	b0149	1	2535	fused glycosyl transferase and transpeptidase
146	NP_414692.1	1	1	+	fhuA	b0150	1	2244	ferrichrome outer membrane transporter
147	NP_414693.1	1	1	+	fhuC	b0151	1	798	iron(3+)-hydroxamate import ABC transporter ATPase
148	NP_414694.1	1	1	+	fhuD	b0152	1	891	iron(3+)-hydroxamate import ABC transporter periplasmic binding protein
149	NP_414695.1	1	1	+	fhuB	b0153	1	1983	iron(3+)-hydroxamate import ABC transporter permease
150	NP_414696.1	1	1	-	hemL	b0154	1	1281	glutamate-1-semialdehyde aminotransferase (aminomutase)
151	NP_414697.1	1	1	+	clcA	b0155	1	1422	H(+)/Cl(-) exchange transporter
152	NP_414698.1	1	1	+	erpA	b0156	1	345	iron-sulfur cluster insertion protein
153	NP_414699.1	1	1	-	yadS	b0157	1	624	UPF0126 family inner membrane protein
154	NP_414700.1	1	1	-	btuF	b0158	1	801	vitamin B12 ABC transporter periplasmic binding protein
155	NP_414701.1	1	1	-	mtn	b0159	1	699	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
156	NP_414702.1	1	1	+	dgt	b0160	1	1518	deoxyguanosine triphosphate triphosphohydrolase
157	NP_414703.1	1	1	+	degP	b0161	1	1425	serine endoprotease (protease Do), membrane-associated
158	NP_414704.4	1	1	+	cdaR	b0162	1	1158	carbohydrate diacid regulon transcriptional regulator; autoregulator
159	NP_414705.1	1	1	-	yaeH	b0163	1	387	UPF0325 family protein
160	NP_414706.2	1	1	-	yaeI	b0164	1	813	phosphodiesterase with model substrate bis-pNPP
161	NP_414708.1	1	1	-	dapD	b0166	1	825	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase
162	NP_414709.1	1	1	-	glnD	b0167	1	2673	uridylyltransferase
163	NP_414710.1	1	1	-	map	b0168	1	795	methionine aminopeptidase
164	NP_414711.1	1	1	+	rpsB	b0169	1	726	30S ribosomal subunit protein S2
165	NP_414712.1	1	1	+	tsf	b0170	1	852	translation elongation factor EF-Ts
166	NP_414713.1	1	1	+	pyrH	b0171	1	726	uridylate kinase
167	NP_414714.1	1	1	+	frr	b0172	1	558	ribosome recycling factor
168	NP_414715.1	1	1	+	dxr	b0173	1	1197	1-deoxy-D-xylulose 5-phosphate reductoisomerase
169	NP_414716.1	1	1	+	ispU	b0174	1	762	undecaprenyl pyrophosphate synthase
170	NP_414717.2	1	1	+	cdsA	b0175	1	858	CDP-diglyceride synthase
171	NP_414718.1	1	1	+	rseP	b0176	1	1353	inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA; cleaved signal peptide endoprotease
172	NP_414719.1	1	1	+	bamA	b0177	1	2433	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor
173	NP_414720.1	1	1	+	skp	b0178	1	486	periplasmic chaperone
174	NP_414721.1	1	1	+	lpxD	b0179	1	1026	UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase
175	NP_414722.1	1	1	+	fabZ	b0180	1	456	(3R)-hydroxymyristol acyl carrier protein dehydratase
176	NP_414723.1	1	1	+	lpxA	b0181	1	789	UDP-N-acetylglucosamine acetyltransferase
177	NP_414724.1	1	1	+	lpxB	b0182	1	1149	tetraacyldisaccharide-1-P synthase
178	NP_414725.1	1	1	+	rnhB	b0183	1	597	ribonuclease HII, degrades RNA of DNA-RNA hybrids
179	NP_414726.1	1	1	+	dnaE	b0184	1	3483	DNA polymerase III alpha subunit
180	NP_414727.1	1	1	+	accA	b0185	1	960	acetyl-CoA carboxylase, carboxytransferase, alpha subunit
181	NP_414728.1	1	1	+	ldcC	b0186	1	2142	lysine decarboxylase 2, constitutive
182	NP_414729.4	1	1	+	yaeR	b0187	1	390	putative lyase
183	NP_414730.1	1	1	+	tilS	b0188	1	1299	tRNA(Ile)-lysidine synthetase
184	NP_414731.2	1	1	-	rof	b0189	1	255	modulator of Rho-dependent transcription termination
185	YP_026160.1	1	1	-	yaeP	b4406	1	201	UPF0253 family protein
186	NP_414732.1	1	1	+	yaeQ	b0190	1	546	PDDEXK superfamily protein
187	NP_414733.1	1	1	+	arfB	b0191	1	423	alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached
188	NP_414734.1	1	1	+	nlpE	b0192	1	711	lipoprotein involved with copper homeostasis and adhesion
189	NP_414735.4	1	1	-	yaeF	b0193	1	825	putative lipoprotein
190	NP_414736.1	1	1	-	proS	b0194	1	1719	prolyl-tRNA synthetase
191	NP_414737.1	1	1	-	tsaA	b0195	1	708	tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase, SAM-dependent
192	NP_414738.1	1	1	-	rcsF	b0196	1	405	putative outer membrane protein
193	NP_414739.1	1	1	-	metQ	b0197	1	816	DL-methionine transporter subunit
194	NP_414740.1	1	1	-	metI	b0198	1	654	DL-methionine transporter subunit
195	NP_414741.1	1	1	-	metN	b0199	1	1032	DL-methionine transporter subunit
196	NP_414742.1	1	1	+	gmhB	b0200	1	576	D,D-heptose 1,7-bisphosphate phosphatase
197	NP_414743.1	1	1	+	dkgB	b0207	1	804	2,5-diketo-D-gluconate reductase B
198	NP_414744.1	1	1	-	yafC	b0208	1	915	LysR family putative transcriptional regulator
199	NP_414745.1	1	1	+	yafD	b0209	1	801	endo/exonuclease/phosphatase family protein
200	NP_414746.1	1	1	+	yafE	b0210	1	624	putative S-adenosyl-L-methionine-dependent methyltransferase
201	NP_414747.1	1	1	-	mltD	b0211	1	1359	putative membrane-bound lytic murein transglycosylase D
202	NP_414748.1	1	1	-	gloB	b0212	1	756	hydroxyacylglutathione hydrolase
203	NP_414749.2	1	1	+	yafS	b0213	1	723	putative S-adenosyl-L-methionine-dependent methyltransferase
204	NP_414750.1	1	1	-	rnhA	b0214	1	468	ribonuclease HI, degrades RNA of DNA-RNA hybrids
205	NP_414751.1	1	1	+	dnaQ	b0215	1	732	DNA polymerase III epsilon subunit
206	NP_414752.1	1	1	+	yafT	b0217	1	786	lipoprotein
207	YP_001165307.1	1	1	-	ykfM	b4586	1	480	lethality reduction protein, putative inner membrane protein
208	pseudo	1	1	-	yafU	b0218	1	357	-
209	pseudo	1	1	+	yafF	b4503	1	273	-
210	NP_414754.1	1	1	-	yafV	b0219	1	771	putative NAD(P)-binding C-N hydrolase family amidase
211	NP_414755.1	1	1	+	ivy	b0220	1	474	inhibitor of c-type lysozyme, periplasmic
212	NP_414756.2	1	1	-	fadE	b0221	1	2445	acyl coenzyme A dehydrogenase
213	NP_414757.1	1	1	+	gmhA	b0222	1	579	D-sedoheptulose 7-phosphate isomerase
214	NP_414758.1	1	1	+	yafJ	b0223	1	768	type 2 glutamine amidotransferase family protein
215	NP_414759.1	1	1	-	yafK	b0224	1	741	L,D-transpeptidase-related protein
216	NP_414760.1	1	1	-	yafQ	b0225	1	279	mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ
217	NP_414761.1	1	1	-	dinJ	b0226	1	261	antitoxin of YafQ-DinJ toxin-antitoxin system
218	NP_414762.1	1	1	+	yafL	b0227	1	750	putative lipoprotein and C40 family peptidase
219	NP_414763.1	1	1	+	rayT	b0228	1	498	RAYT REP element-mobilizing transposase; TnpA(REP)
220	pseudo	1	1	-	lfhA	b0229	1	1713	-
221	pseudo	1	1	+	lafU	b0230	1	756	-
222	NP_414766.1	1	1	+	dinB	b0231	1	1056	DNA polymerase IV
223	NP_414767.1	1	1	+	yafN	b0232	1	294	antitoxin of the YafO-YafN toxin-antitoxin system
224	NP_414768.1	1	1	+	yafO	b0233	1	399	mRNA interferase toxin of the YafO-YafN toxin-antitoxin system
225	NP_414769.1	1	1	+	yafP	b0234	1	453	GNAT family putative N-acetyltransferase
226	pseudo	1	1	+	ykfJ	b0235	1	207	-
227	pseudo	1	1	+	prfH	b0236	1	501	-
228	NP_414772.1	1	1	-	pepD	b0237	1	1458	aminoacyl-histidine dipeptidase (peptidase D)
229	NP_414773.1	1	1	+	gpt	b0238	1	459	xanthine phosphoribosyltransferase; xanthine-guanine phosphoribosyltransferase
230	NP_414774.1	1	1	+	frsA	b0239	1	1245	fermentation-respiration switch protein; PTS Enzyme IIA(Glc)-binding protein; pNP-butyrate esterase activity
231	pseudo	1	1	+	crl	b0240	2	402	-
232	NP_414776.1	1	1	-	phoE	b0241	1	1056	outer membrane phosphoporin protein E
233	NP_414777.1	1	1	+	proB	b0242	1	1104	gamma-glutamate kinase
234	NP_414778.1	1	1	+	proA	b0243	1	1254	gamma-glutamylphosphate reductase
235	pseudo	1	1	-	ykfN	b4626	1	63	-
236	NP_414779.1	1	1	-	ykfI	b0245	1	342	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system
237	NP_414780.1	1	1	-	yafW	b0246	1	318	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system
238	YP_588435.1	1	1	-	ykfH	b4504	1	222	uncharacterized protein
239	NP_414781.1	1	1	-	ykfG	b0247	1	477	CP4-6 prophage; RadC-like JAB domain protein
240	NP_414782.1	1	1	-	yafX	b0248	1	459	CP4-6 prophage; uncharacterized protein
241	NP_414783.1	1	1	-	ykfF	b0249	1	240	CP4-6 prophage; uncharacterized protein
242	NP_414784.1	1	1	-	ykfB	b0250	1	468	CP4-6 prophage; uncharacterized protein
243	NP_414785.4	1	1	-	yafY	b0251	1	444	lipoprotein, inner membrane; degP regulator; CP4-6 prophage
244	pseudo	1	1	-	ykfL	b4627	1	222	-
245	pseudo	1	1	-	ykfK	b4628	1	192	-
246	NP_414786.4	1	1	-	yafZ	b0252	1	822	CP4-6 prophage; conserved protein
247	NP_414787.4	1	1	-	ykfA	b0253	1	864	CP4-6 prophage; putative GTP-binding protein
248	NP_414788.1	1	1	-	perR	b0254	1	894	CP4-6 prophage; putative DNA-binding transcriptional regulator
249	pseudo	1	1	+	insN	b4587	2	684	-
250	NP_414790.1	1	1	+	insI1	b0256	1	1152	IS30 transposase
251	pseudo	1	1	+	ykfC	b0258	1	1108	-
252	NP_414793.1	1	1	-	insH1	b0259	1	1017	IS5 transposase and trans-activator
253	NP_414794.4	1	1	+	mmuP	b0260	1	1404	CP4-6 prophage; putative S-methylmethionine transporter
254	NP_414795.1	1	1	+	mmuM	b0261	1	933	CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase
255	NP_414796.2	1	1	-	afuC	b0262	1	1047	CP4-6 prophage; putative ferric transporter subunit
256	pseudo	1	1	-	afuB	b0263	1	348	-
257	NP_414798.1	1	1	-	insB1	b0264	1	504	IS1 transposase B
258	NP_414799.1	1	1	-	insA	b0265	1	276	IS1 repressor TnpA
259	pseudo	1	1	+	insI1	b4708	1	174	-
260	pseudo	1	1	-	insX	b4505	1	249	-
261	pseudo	1	1	-	yagB	b0266	1	309	-
262	NP_414801.1	1	1	-	yagA	b0267	1	1155	CP4-6 prophage; putative DNA-binding transcriptional regulator
263	NP_414802.2	1	1	+	yagE	b0268	1	909	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage
264	NP_414803.1	1	1	+	yagF	b0269	1	1968	CP4-6 prophage; dehydratase family protein
265	NP_414804.1	1	1	+	yagG	b0270	1	1383	CP4-6 prophage; putative sugar transporter
266	NP_414805.1	1	1	+	yagH	b0271	1	1611	CP4-6 prophage; putative xylosidase/arabinosidase
267	NP_414806.1	1	1	-	yagI	b0272	1	759	CP4-6 prophage; putative DNA-binding transcriptional regulator
268	NP_414807.1	1	1	-	argF	b0273	1	1005	ornithine carbamoyltransferase 2, chain F; CP4-6 prophage
269	pseudo	1	1	+	ykgS	b4688	1	205	-
270	NP_414808.1	1	1	-	insB1	b0274	1	504	IS1 transposase B
271	NP_414809.1	1	1	-	insA	b0275	1	276	IS1 repressor TnpA
272	pseudo	1	1	+	yagJ	b0276	1	828	-
273	NP_414811.1	1	1	-	yagK	b0277	1	627	CP4-6 prophage; conserved protein
274	NP_414812.1	1	1	-	yagL	b0278	1	699	CP4-6 prophage; DNA-binding protein
275	NP_414813.1	1	1	-	yagM	b0279	1	855	CP4-6 prophage; uncharacterized protein
276	NP_414814.1	1	1	-	yagN	b0280	1	441	CP4-6 prophage; uncharacterized protein
277	NP_414815.1	1	1	-	intF	b0281	1	1401	CP4-6 prophage; putative phage integrase
278	pseudo	1	1	-	yagP	b4694	1	339	-
279	pseudo	1	1	-	ykgT	b4695	1	78	-
280	NP_414817.1	1	1	-	paoD	b0283	1	957	moco insertion factor for PaoABC aldehyde oxidoreductase
281	NP_414818.1	1	1	-	paoC	b0284	1	2199	PaoABC aldehyde oxidoreductase, Moco-containing subunit
282	NP_414819.1	1	1	-	paoB	b0285	1	957	PaoABC aldehyde oxidoreductase, FAD-containing subunit
283	NP_414820.1	1	1	-	paoA	b0286	1	690	PaoABC aldehyde oxidoreductase, 2Fe-2S subunit
284	NP_414821.1	1	1	+	yagU	b0287	1	615	DUF1440 family inner membrane acid resistance protein
285	NP_414822.1	1	1	-	ykgJ	b0288	1	330	UPF0153 cysteine cluster protein
286	NP_414823.2	1	1	-	ecpE	b0289	1	711	ECP production pilus chaperone
287	NP_414824.1	1	1	-	ecpD	b0290	1	1644	polymerized tip adhesin of ECP fibers
288	NP_414825.1	1	1	-	ecpC	b0291	1	2526	ECP production outer membrane protein
289	NP_414826.1	1	1	-	ecpB	b0292	1	669	ECP production pilus chaperone
290	NP_414827.1	1	1	-	ecpA	b0293	1	588	ECP pilin
291	NP_414828.1	1	1	-	ecpR	b0294	1	591	putative transcriptional regulator for the ecp operon
292	NP_414829.1	1	1	+	ykgL	b0295	1	228	uncharacterized protein
293	YP_588437.1	1	1	-	ykgO	b4506	1	141	RpmJ-like protein
294	NP_414830.1	1	1	-	ykgM	b0296	1	264	50S ribosomal protein L31 type B; alternative zinc-limitation L31 protein
295	YP_002791238.1	1	1	-	ykgR	b4671	1	102	uncharacterized protein
296	pseudo	1	1	-	ykgP	b4630	1	90	-
